# {"exp_name": "ShowImages", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 24414, "stim_db": 65, "noise_db": 45, "output_dir": "data", "window_size": null, "screen_num": null, "full_screen": true, "force_quit": ["lctrl", "rctrl"], "participant": "ttt", "monitor": null, "trigger_controller": null, "session": "1", "check_rms": "windowed", "suppress_resamp": false, "version": "dev", "enable_video": false, "verbose": null, "date": "2019-01-09 12_05_31.687140", "file": "/home/sjjoo/git/SSWEF/expcode/r21_event_related.py", "version_used": "2.0.0.dev0+4c31ad2"}
timestamp	event	value
42.9047682285	flip	42.9047651291
42.9380991459	flip	42.9380960464
42.9714581966	flip	42.9714550972
43.0047550201	flip	43.0047521591
43.0380840302	flip	43.0380811691
43.071513176	flip	43.0715100765
43.1048622131	flip	43.1048591137
43.1381831169	flip	43.1381800175
43.1715202332	flip	43.1715171337
43.2048490047	flip	43.2048461437
43.2426710129	flip	43.2426681519
43.2428190708	dotcolorFix	r
43.2718060017	flip	43.2718040943
43.3048520088	flip	43.3048491478
43.3381881714	flip	43.3381850719
43.3715212345	flip	43.3715181351
43.4048550129	flip	43.4048521519
43.4381871223	flip	43.4381840229
43.4715120792	flip	43.4715092182
43.5048391819	flip	43.5048370361
43.5381741524	flip	43.5381710529
43.5715219975	flip	43.5715191364
43.6048510075	flip	43.6048481464
43.6381781101	flip	43.6381750107
43.6715052128	flip	43.671503067
43.7048430443	flip	43.7048401833
43.7049870491	dotcolorFix	g
43.7381670475	flip	43.7381641865
43.7715170383	flip	43.7715141773
43.804844141	flip	43.8048410416
43.8381750584	flip	43.838173151
43.8714501858	flip	43.8714470863
43.904758215	flip	43.9047551155
43.9048461914	imnumber	34
43.9048800468	imtype	3
43.9380781651	flip	43.9380760193
43.9714710712	flip	43.9714682102
44.0047841072	flip	44.0047810078
44.0381250381	flip	44.0381221771
44.0714380741	flip	44.0714352131
44.1047990322	flip	44.1047961712
44.1381280422	flip	44.1381251812
44.1714420319	flip	44.1714391708
44.2047832012	flip	44.2047801018
44.2381381989	flip	44.2381360531
44.2382831573	dotcolorFix	y
44.2714540958	flip	44.2714521885
44.3047962189	flip	44.3047931194
44.3381211758	flip	44.33811903
44.3714640141	flip	44.371461153
44.4047780037	flip	44.4047751427
44.4381170273	flip	44.4381141663
44.4714591503	flip	44.4714560509
44.5047740936	flip	44.5047712326
44.5381331444	flip	44.5381309986
44.5714550018	flip	44.5714530945
44.6047790051	flip	44.604776144
44.6381261349	flip	44.6381230354
44.6714441776	flip	44.6714420319
44.7047960758	flip	44.7047932148
44.738132	flip	44.7381291389
44.7714550495	flip	44.7714521885
44.8047862053	flip	44.8047831059
44.8381230831	flip	44.8381211758
44.8382692337	dotcolorFix	r
44.8713421822	flip	44.8713390827
44.9046971798	flip	44.9046940804
44.9380249977	flip	44.9380221367
44.9713730812	flip	44.9713711739
45.0046980381	flip	45.0046951771
45.0380301476	flip	45.0380270481
45.0713841915	flip	45.0713820457
45.1046881676	flip	45.1046860218
45.1380271912	flip	45.1380240917
45.1713500023	flip	45.1713471413
45.2047891617	flip	45.2047860622
45.2426841259	flip	45.2426810265
45.2717320919	flip	45.2717292309
45.3047780991	flip	45.3047749996
45.3381102085	flip	45.3381071091
45.3382542133	dotcolorFix	c
45.3714420795	flip	45.3714392185
45.4047701359	flip	45.4047670364
45.4381010532	flip	45.4380981922
45.4714381695	flip	45.47143507
45.5047791004	flip	45.504776001
45.5381090641	flip	45.5381062031
45.5714411736	flip	45.5714390278
45.6047701836	flip	45.6047670841
45.6381042004	flip	45.6381011009
45.6714320183	flip	45.6714291573
45.7047741413	flip	45.704772234
45.7049190998	dotcolorFix	b
45.7381100655	flip	45.7381072044
45.7714421749	flip	45.7714390755
45.8047661781	flip	45.8047630787
45.8381061554	flip	45.838103056
45.8713850975	flip	45.8713819981
45.9046821594	flip	45.90467906
45.9380221367	flip	45.9380190372
45.9713470936	flip	45.9713442326
46.0046710968	flip	46.0046679974
46.0380132198	flip	46.0380101204
46.0713350773	flip	46.0713322163
46.1046822071	flip	46.1046791077
46.1380062103	flip	46.1380040646
46.1713151932	flip	46.1713120937
